,省份,城市,河流,流域,断面名称,水质类别,水温,pH,pH类别,溶解氧,溶解氧类别,高锰酸盐指数,高锰酸盐类别,氨氮,氨氮类别,总磷,总氮,电导率,浊度,叶绿素,藻密度,站点情况
2021-11-02 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,17.37,7.46,-,9.2,-,1.09,-,0.1328,-,0.0882,2.142,580.0,13.5,,,正常
2021-11-02 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,17.31,7.51,-,9.53,-,0.992,-,0.1455,-,0.1087,1.964,563.0,24.4,,,正常
2021-11-02 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,17.96,7.55,-,9.63,-,1.12,-,0.1377,-,0.1426,1.96,560.0,43.9,,,正常
2021-11-02 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,17.77,7.56,-,9.65,-,1.019,-,0.124,-,0.0943,2.171,573.0,18.4,,,正常
2021-11-02 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,17.2,7.45,-,9.31,-,1.019,-,0.124,-,0.0943,2.171,562.0,28.6,,,正常
2021-11-03 00:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,17.14,7.33,-,8.87,-,1.039,-,0.126,-,0.1151,1.96,584.0,20.7,,,正常
2021-11-03 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,16.94,7.28,-,8.81,-,1.002,-,0.1475,-,0.1006,2.269,587.0,18.2,,,正常
2021-11-03 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,16.88,7.28,-,8.78,-,0.96,-,0.1621,-,0.1011,2.38,586.0,17.2,,,正常
2021-11-03 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅴ,17.94,7.25,-,9.39,-,3.938,-,0.1572,-,0.3492,2.417,590.0,221.4,,,正常
2021-11-03 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,17.91,7.42,-,9.75,-,1.329,-,0.1328,-,0.195,2.267,586.0,94.0,,,正常
2021-11-03 20:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-04 00:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-04 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,16.64,7.26,-,8.84,-,1.093,-,0.1533,-,0.0942,2.309,586.0,13.3,,,正常
2021-11-04 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,16.43,7.2,-,8.74,-,1.043,-,0.1768,-,0.099,2.407,592.0,13.6,,,正常
2021-11-04 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,18.24,7.5,-,10.1,-,1.125,-,0.1426,-,0.1958,1.982,564.0,104.3,,,正常
2021-11-04 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,18.08,7.57,-,10.23,-,1.007,-,0.1377,-,0.157,2.12,577.0,76.5,,,正常
2021-11-04 20:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-05 00:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-05 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,16.7,7.18,-,8.52,-,1.149,-,0.1348,-,0.1304,2.54,595.0,26.4,,,正常
2021-11-05 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,16.73,7.36,-,9.12,-,0.957,-,0.1348,-,0.0983,2.116,573.0,11.9,,,正常
2021-11-05 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,18.92,7.6,-,10.02,-,1.135,-,0.1611,-,0.0876,2.319,598.0,11.3,,,正常
2021-11-05 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,18.32,7.68,-,10.34,-,1.26,-,0.1914,-,0.0939,2.141,589.0,16.0,,,正常
2021-11-05 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,17.53,7.43,-,8.86,-,1.26,-,0.1914,-,0.0939,2.141,620.0,10.3,,,正常
2021-11-06 00:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-06 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,17.02,7.43,-,8.82,-,1.181,-,0.1138,-,0.1029,2.401,608.0,10.2,,,正常
2021-11-06 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,17.15,7.33,-,8.39,-,1.181,-,0.1138,-,0.1029,2.401,630.0,8.4,,,正常
2021-11-06 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,18.04,7.61,-,10.05,-,1.201,-,0.1025,-,0.0913,2.397,615.0,11.6,,,正常
2021-11-06 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,17.68,7.74,-,10.48,-,1.174,-,0.0898,-,0.0759,2.216,610.0,7.5,,,正常
2021-11-06 20:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-07 00:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-07 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,14.26,7.24,-,9.35,-,1.255,-,0.126,-,0.0888,2.541,620.0,9.9,,,正常
2021-11-07 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,14.7,7.09,-,8.99,-,1.11,-,0.167,-,0.0935,2.891,639.0,9.0,,,正常
2021-11-07 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,14.49,7.26,-,10.19,-,1.11,-,0.167,-,0.0935,2.891,623.0,29.8,,,正常
2021-11-07 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,14.7,7.26,-,10.12,-,1.196,-,0.1689,-,0.1002,2.553,630.0,11.3,,,正常
2021-11-07 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,14.62,7.14,-,9.09,-,1.196,-,0.1689,-,0.1002,2.553,640.0,8.6,,,正常
2021-11-08 00:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-08 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,14.24,7.18,-,9.33,-,1.073,-,0.1299,-,0.0874,2.732,633.0,11.4,,,正常
2021-11-08 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,14.4,7.16,-,9.21,-,1.056,-,0.1387,-,0.0898,2.921,639.0,10.9,,,正常
2021-11-08 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,16.49,7.52,-,10.66,-,1.08,-,0.1069,-,0.0973,2.471,614.0,18.9,,,正常
2021-11-08 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,17.17,7.7,-,11.55,-,1.154,-,0.0972,-,0.0793,2.637,625.0,10.6,,,正常
2021-11-08 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,14.84,7.26,-,9.5,-,1.154,-,0.0972,-,0.0793,2.637,639.0,14.5,,,正常
2021-11-09 00:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-09 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,13.66,7.21,-,9.43,-,0.975,-,0.125,-,0.0836,2.533,650.0,13.1,,,正常
2021-11-09 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,13.59,7.33,-,10.27,-,0.957,-,0.1226,-,0.1079,2.424,633.0,21.9,,,正常
2021-11-09 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,16.27,7.57,-,11.21,-,0.884,-,0.104,-,0.082,2.461,639.0,11.1,,,正常
2021-11-09 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,16.69,7.69,-,11.85,-,0.884,-,0.104,-,0.082,2.461,646.0,11.8,,,正常
2021-11-09 20:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-10 00:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-10 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,12.24,7.25,-,9.83,-,0.97,-,0.1206,-,0.0813,2.569,652.0,12.0,,,正常
2021-11-10 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,12.61,7.25,-,9.77,-,0.886,-,0.1226,-,0.0795,2.622,655.0,11.0,,,正常
2021-11-10 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,17.21,7.77,-,12.02,-,0.832,-,0.1113,-,0.0757,2.659,651.0,19.1,,,正常
2021-11-10 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,16.9,7.77,-,12.03,-,1.09,-,0.1514,-,0.0824,2.725,647.0,9.0,,,正常
2021-11-10 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,13.52,7.43,-,10.04,-,1.063,-,0.123,-,0.0757,2.438,636.0,9.2,,,正常
2021-11-11 00:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-11 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,13.05,7.11,-,9.09,-,1.1,-,0.2461,-,0.0854,2.798,655.0,8.6,,,正常
2021-11-11 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,13.29,7.11,-,9.11,-,1.031,-,0.2031,-,0.0832,3.072,654.0,9.6,,,正常
2021-11-11 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,14.48,7.48,-,10.89,-,1.176,-,0.1152,-,0.1179,2.644,631.0,34.0,,,正常
2021-11-11 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,18.2,7.94,-,12.19,-,1.176,-,0.1152,-,0.1179,2.644,629.0,30.2,,,正常
2021-11-11 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,14.34,7.51,-,10.43,-,1.226,-,0.1064,-,0.1105,2.588,643.0,7.2,,,正常
2021-11-12 00:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-12 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,13.02,7.37,-,10.34,-,1.196,-,0.125,-,0.1363,2.44,632.0,44.8,,,正常
2021-11-12 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,13.14,7.35,-,10.07,-,0.879,-,0.1104,-,0.0726,2.506,640.0,10.8,,,正常
2021-11-12 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,17.43,7.88,-,12.6,-,4.541,-,0.104,-,0.081,2.709,642.0,14.1,,,正常
2021-11-12 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,16.47,7.89,-,12.35,-,1.806,-,0.0986,-,0.1274,2.709,622.0,44.7,,,正常
2021-11-12 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,13.97,7.59,-,10.49,-,1.806,-,0.0986,-,0.1274,2.709,637.0,11.0,,,正常
2021-11-13 00:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-13 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,12.54,7.27,-,9.76,-,1.24,-,0.1099,-,0.0625,2.823,648.0,8.8,,,正常
2021-11-13 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,12.62,7.23,-,9.61,-,0.989,-,0.1147,-,0.0638,3.012,654.0,9.8,,,正常
2021-11-13 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,15.47,7.72,-,12.92,-,0.989,-,0.1147,-,0.0638,3.012,648.0,9.4,,,正常
2021-11-13 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,14.92,7.8,-,12.19,-,1.203,-,0.0996,-,0.0704,2.571,635.0,11.0,,,正常
2021-11-13 20:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-14 00:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-14 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,13.24,7.27,-,9.41,-,1.11,-,0.1172,-,0.0666,3.154,664.0,9.1,,,正常
2021-11-14 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,13.4,7.22,-,9.34,-,1.11,-,0.1172,-,0.0666,3.154,664.0,9.6,,,正常
2021-11-14 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,14.93,7.59,-,11.96,-,1.147,-,0.106,-,0.0686,3.032,657.0,10.1,,,正常
2021-11-14 16:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-14 20:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-15 00:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-15 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,13.51,7.38,-,10.09,-,1.171,-,0.106,-,0.0761,2.781,633.0,14.5,,,正常
2021-11-15 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,13.67,7.27,-,9.44,-,1.034,-,0.1226,-,0.0663,3.07,642.0,9.4,,,正常
2021-11-15 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,14.33,7.38,-,10.37,-,1.194,-,0.1123,-,0.0918,3.07,642.0,22.7,,,正常
2021-11-15 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,14.63,7.6,-,11.78,-,1.194,-,0.1123,-,0.0918,3.07,642.0,25.8,,,正常
2021-11-15 20:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-16 00:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-16 04:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-16 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,13.57,7.27,-,9.43,-,0.95,-,0.1348,-,0.0755,2.95,645.0,11.7,,,正常
2021-11-16 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,14.63,7.47,-,10.7,-,1.066,-,0.1201,-,0.0942,2.977,646.0,18.8,,,正常
2021-11-16 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,14.37,7.58,-,11.41,-,1.238,-,0.1064,-,0.1115,3.044,647.0,37.0,,,正常
2021-11-16 20:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-17 00:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-17 04:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-17 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,12.74,7.44,-,10.35,-,0.945,-,0.1162,-,0.0761,2.835,636.0,13.4,,,正常
2021-11-17 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,16.79,7.88,-,12.21,-,0.945,-,0.1162,-,0.0761,2.835,640.0,14.9,,,正常
2021-11-17 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,17.17,8.03,-,13.45,-,1.127,-,0.1064,-,0.0716,2.78,640.0,12.9,,,正常
2021-11-17 20:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-18 00:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-18 04:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-18 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,13.64,7.34,-,9.65,-,1.007,-,0.1133,-,0.0656,2.694,652.0,10.1,,,正常
2021-11-18 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,15.25,7.59,-,11.2,-,0.94,-,0.1069,-,0.0626,2.709,652.0,10.9,,,正常
2021-11-18 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,15.0,7.71,-,12.22,-,1.105,-,0.1025,-,0.061,2.684,655.0,10.2,,,正常
2021-11-18 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,14.21,7.44,-,9.95,-,1.105,-,0.1025,-,0.061,2.684,664.0,8.9,,,正常
2021-11-19 00:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-19 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,13.59,7.33,-,9.43,-,1.016,-,0.1216,-,0.0616,2.778,666.0,8.1,,,正常
2021-11-19 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,13.85,7.3,-,9.28,-,1.016,-,0.1216,-,0.0616,2.778,673.0,10.1,,,正常
2021-11-19 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,16.05,7.68,-,11.6,-,1.105,-,0.1123,-,0.0719,2.841,671.0,10.8,,,正常
2021-11-19 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,16.03,7.94,-,13.52,-,1.122,-,0.1045,-,0.068,2.902,664.0,10.4,,,正常
2021-11-19 20:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-20 00:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-20 04:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-20 08:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-20 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,15.62,7.59,-,10.56,-,1.125,-,0.1299,-,0.0848,2.878,687.0,28.7,,,正常
2021-11-20 16:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-20 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,15.42,7.53,-,9.63,-,1.201,-,0.1138,-,0.0786,3.056,690.0,12.7,,,正常
2021-11-21 00:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-21 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,14.71,7.37,-,9.02,-,1.194,-,0.1279,-,0.0881,3.097,694.0,18.7,,,正常
2021-11-21 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,14.51,7.35,-,8.88,-,1.245,-,0.1387,-,0.1124,3.137,697.0,33.1,,,正常
2021-11-21 12:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-21 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,14.92,7.6,-,10.98,-,1.403,-,0.1157,-,0.1069,3.069,695.0,32.4,,,正常
2021-11-21 20:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-22 00:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-22 04:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-22 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,13.42,7.27,-,9.23,-,1.073,-,0.1523,-,0.077,3.072,700.0,9.2,,,正常
2021-11-22 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,14.83,7.53,-,11.25,-,1.073,-,0.1523,-,0.077,3.072,694.0,27.1,,,正常
2021-11-22 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,14.8,7.71,-,12.39,-,1.358,-,0.1221,-,0.1034,3.078,688.0,36.8,,,正常
2021-11-22 20:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-23 00:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-23 04:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-23 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,12.87,7.24,-,9.4,-,1.159,-,0.1245,-,0.0694,3.232,699.0,7.0,,,正常
2021-11-23 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,16.74,7.82,-,12.71,-,1.602,-,0.124,-,0.0938,3.111,691.0,25.9,,,正常
2021-11-23 16:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-23 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,14.15,7.58,-,10.51,-,1.362,-,0.125,-,0.0776,2.905,693.0,10.5,,,正常
2021-11-24 00:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-24 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,12.68,7.19,-,8.71,-,1.492,-,0.4141,-,0.0885,3.359,705.0,8.7,,,正常
2021-11-24 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,12.49,7.96,-,9.04,-,1.268,-,0.167,-,0.0689,3.09,703.0,8.8,,,正常
2021-11-24 12:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-24 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,16.68,8.15,-,13.8,-,1.409,-,0.1113,-,0.0756,2.983,684.0,16.9,,,正常
2021-11-24 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,14.28,7.78,-,9.74,-,1.604,-,0.1299,-,0.0923,3.069,696.0,9.3,,,正常
2021-11-25 00:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-25 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,12.33,7.28,-,8.66,-,1.366,-,0.2158,-,0.0802,3.194,714.0,9.8,,,正常
2021-11-25 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,12.26,7.19,-,8.68,-,1.366,-,0.2158,-,0.0802,3.194,715.0,10.5,,,正常
2021-11-25 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,16.48,7.75,-,12.56,-,1.567,-,0.1182,-,0.0916,3.089,698.0,20.4,,,正常
2021-11-25 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,15.85,7.87,-,14.06,-,1.648,-,0.1235,-,0.0958,3.026,683.0,21.2,,,正常
2021-11-25 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,14.57,7.43,-,9.7,-,1.669,-,0.1377,-,0.0791,3.073,694.0,10.9,,,正常
2021-11-26 00:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-26 04:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-26 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,13.7,7.24,-,8.63,-,1.445,-,0.167,-,0.0801,3.192,712.0,9.1,,,正常
2021-11-26 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,14.41,7.42,-,10.52,-,1.445,-,0.167,-,0.0801,3.192,705.0,14.2,,,正常
2021-11-26 16:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-26 20:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-27 00:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-27 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,14.11,7.11,-,7.89,-,1.692,-,0.3398,-,0.0913,3.795,724.0,5.1,,,正常
2021-11-27 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,13.47,7.02,-,12.89,-,1.692,-,0.3398,-,0.0913,3.795,726.0,4.7,,,正常
2021-11-27 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,14.86,7.15,-,14.01,-,1.584,-,0.3145,-,0.0917,3.974,726.0,11.3,,,正常
2021-11-27 16:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-27 20:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-28 00:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-28 04:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-28 08:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-28 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,16.15,7.19,-,13.88,-,1.885,-,0.4082,-,0.1307,4.005,708.0,8.0,,,正常
2021-11-28 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,15.94,7.62,-,18.38,-,1.868,-,0.208,-,0.1244,3.615,700.0,14.0,,,正常
2021-11-28 20:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-29 00:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-29 04:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-29 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,13.84,6.98,-,12.09,-,1.677,-,0.3477,-,0.1151,3.659,701.0,8.3,,,正常
2021-11-29 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,14.85,7.13,-,14.27,-,1.775,-,0.3027,-,0.1265,3.619,696.0,14.9,,,正常
2021-11-29 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,14.78,7.57,-,13.11,-,1.775,-,0.3027,-,0.1265,3.619,690.0,25.6,,,正常
2021-11-29 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,14.11,7.36,-,10.18,-,1.696,-,0.1201,-,0.1191,3.277,694.0,7.0,,,正常
2021-11-30 00:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-30 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,13.28,7.12,-,8.24,-,1.382,-,0.126,-,0.0745,3.205,695.0,4.9,,,正常
2021-11-30 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,13.01,7.09,-,13.08,-,1.382,-,0.126,-,0.0745,3.205,696.0,5.1,,,正常
2021-11-30 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,16.87,7.56,-,11.74,-,1.445,-,0.1309,-,0.0748,3.453,693.0,6.0,,,正常
2021-11-30 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,16.14,7.83,-,13.59,-,2.497,-,0.0913,-,0.099,3.482,682.0,19.4,,,正常
2021-11-30 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,14.45,7.51,-,10.19,-,1.828,-,0.0796,-,0.0748,3.216,686.0,8.3,,,正常
2021-12-01 00:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-12-01 04:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-12-01 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,12.72,7.11,-,7.84,-,1.476,-,0.0996,-,0.0632,3.378,700.0,5.6,,,正常
2021-12-01 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,17.31,7.69,-,11.47,-,1.594,-,0.0845,-,0.0716,3.357,695.0,7.4,,,正常
2021-12-01 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,16.7,7.94,-,14.64,-,1.486,-,0.0684,-,0.0617,3.148,679.0,4.2,,,正常
2021-12-01 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,14.19,7.51,-,10.74,-,1.486,-,0.0684,-,0.0617,3.148,687.0,5.0,,,正常
2021-12-02 00:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-12-02 04:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-12-02 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,11.83,7.09,-,8.17,-,1.385,-,0.0942,-,0.0588,3.093,694.0,4.9,,,正常
2021-12-02 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,16.58,7.65,-,12.06,-,1.505,-,0.0776,-,0.0663,3.265,688.0,7.3,,,正常
2021-12-02 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,16.72,7.96,-,14.84,-,1.457,-,0.0669,-,0.0599,3.201,675.0,4.8,,,正常
2021-12-02 20:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-12-03 00:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-12-03 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,11.92,7.15,-,8.32,-,1.463,-,0.082,-,0.061,3.001,687.0,4.9,,,正常
2021-12-03 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,12.12,7.18,-,8.46,-,1.403,-,0.0903,-,0.0597,2.946,688.0,5.7,,,正常
2021-12-03 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,15.47,7.62,-,11.75,-,1.644,-,0.0752,-,0.0601,3.076,682.0,5.3,,,正常
2021-12-03 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,15.79,7.89,-,13.81,-,1.582,-,0.061,-,0.0576,3.029,670.0,4.2,,,正常
